1.携帯電話,https://kakaku.com/keitai/smartphone/?pdf_pg=1,10
2.デジタル一眼カメラ,https://kakaku.com/camera/digital-slr-camera/itemlist.aspx?pdf_di=0&pdf_pg=1,10
3.ノートパソコン,https://kakaku.com/pc/note-pc/itemlist.aspx?pdf_di=0&pdf_pg=1,10
4.Mac ノート,https://kakaku.com/pc/mac-note-pc/itemlist.aspx?pdf_pg=1,10
5.ipad,https://kakaku.com/pc/pda/itemlist.aspx?pdf_ma=9&pdf_pg=1,10
6.Nintendo Switch ソフト,https://kakaku.com/game/nintendo-switch/itemlist.aspx?pdf_pg=1,10
7.PS4 ソフト,https://kakaku.com/game/playstation4/itemlist.aspx?pdf_pg=1,10
8.PS5 ソフト,https://kakaku.com/game/playstation5/itemlist.aspx?pdf_pg=1,10
9.空気清浄機,https://kakaku.com/kaden/air-purifier/itemlist.aspx?pdf_di=0&pdf_pg=1,10
10.加湿器,https://kakaku.com/kaden/humidifier/itemlist.aspx?pdf_di=0&pdf_pg=1,10
11.イヤホン・ヘッドホン,https://kakaku.com/kaden/headphones/itemlist.aspx?pdf_di=0&pdf_pg=1,10
12.ヘッドセット,https://kakaku.com/pc/headset/itemlist.aspx?pdf_di=0&pdf_pg=1,10
13.スピーカー,https://kakaku.com/pc/bluetooth-speaker/itemlist.aspx?pdf_di=0&pdf_pg=1,10
14.DVDレコーダー,https://kakaku.com/kaden/dvd-recorder/itemlist.aspx?pdf_pg=1,10
15.電子辞書,https://kakaku.com/kaden/ic-dictionary/itemlist.aspx?pdf_pg=1,10
16.カーナビ,https://kakaku.com/car_goods/car-navigation/itemlist.aspx?pdf_pg=1,10
17.デジタルカメラ,https://kakaku.com/camera/digital-camera/itemlist.aspx?pdf_pg=1,10
18.タブレットPC,https://kakaku.com/pc/pda/itemlist.aspx?pdf_di=0&pdf_pg=1,10
19.液晶ディスプレイ,https://kakaku.com/pc/lcd-monitor/itemlist.aspx?pdf_di=0&pdf_pg=1,10
20.プリンタ,https://kakaku.com/pc/printer/itemlist.aspx?pdf_di=0&pdf_pg=1,10
21.プロジェクタ,https://kakaku.com/pc/projector/itemlist.aspx?pdf_di=0&pdf_pg=1,10
22.マウス,https://kakaku.com/pc/mouse/itemlist.aspx?pdf_di=0&pdf_pg=1,10
23.キーボード,https://kakaku.com/pc/keyboard/itemlist.aspx?pdf_di=0&pdf_pg=1,10
24.CPU,https://kakaku.com/pc/cpu/itemlist.aspx?pdf_pg=1,10
25.マザーボード,https://kakaku.com/pc/motherboard/itemlist.aspx?pdf_pg=1,10
26.無線LANルーター,https://kakaku.com/pc/wireless-router/itemlist.aspx?pdf_pg=1,10
27.掃除機,https://kakaku.com/kaden/vacuum-cleaner/itemlist.aspx?pdf_di=0&pdf_pg=1,10
28.電子レンジ,https://kakaku.com/kaden/microwave-oven/itemlist.aspx?pdf_pg=1,10
29.炊飯器,https://kakaku.com/kaden/rice-cooker/itemlist.aspx?pdf_di=0&pdf_pg=1,10
30.美容器具・美容家電,https://kakaku.com/kaden/skincare-system/itemlist.aspx?pdf_di=0&pdf_pg=1,10
31.温水洗浄便座,https://kakaku.com/housing/toilet-seat/itemlist.aspx?pdf_pg=1,10
32.スマートウォッチ,https://kakaku.com/keitai/wearable-device/itemlist.aspx?pdf_vi=c&pdf_pg=1,10
33.Apple Watch,https://kakaku.com/keitai/wearable-device/itemlist.aspx?pdf_se=1&pdf_vi=c&pdf_pg=1,10
34.扇風機,https://kakaku.com/kaden/fan/itemlist.aspx?pdf_di=0&pdf_pg=1,10
35.PCケース,https://kakaku.com/pc/pc-case/itemlist.aspx?pdf_pg=1,10
36.ゲーム機本体,https://kakaku.com/game/game-console/itemlist.aspx?pdf_pg=1,10
37.外付けHDD・ハードディスク,https://kakaku.com/pc/external-hdd/itemlist.aspx?pdf_di=0&pdf_pg=1,10
38.電気ポット・電気ケトル,https://kakaku.com/kaden/electric-kettle/itemlist.aspx?pdf_di=0&pdf_pg=1,10
39.電動歯ブラシ,https://kakaku.com/kaden/tooth-brush-electric/itemlist.aspx?pdf_di=0&pdf_pg=1,10
40.シェーバー,https://kakaku.com/kaden/shaver/itemlist.aspx?pdf_pg=1,10
41.ヘアドライヤー,https://kakaku.com/kaden/hair-dryer/itemlist.aspx?pdf_di=0&pdf_pg=1,10
42.ヘアアイロン,https://kakaku.com/kaden/hair-iron/itemlist.aspx?pdf_di=0&pdf_pg=1,10
43.デジタルカメラ,https://kakaku.com/camera/digital-camera/itemlist.aspx?pdf_pg=1,10
44.レンズ,https://kakaku.com/camera/camera-lens/itemlist.aspx?pdf_pg=1,10
45.ポータブル電源,https://kakaku.com/kaden/portable-battery/itemlist.aspx?pdf_di=0&pdf_pg=1,10
