大分類カテゴリーコード,大分類カテゴリー,中分類カテゴリーコード,中分類カテゴリー,小分類カテゴリーコード,小分類カテゴリー,販売手数料
100000001,レディース服,200000001,スーツ,300002246,パンツスーツ,10
100000001,レディース服,200000001,スーツ,300002247,スカートスーツ,10
100000001,レディース服,200000001,スーツ,300002248,ワンピーススーツ,10
100000001,レディース服,200000001,スーツ,300002249,その他 スーツ,10
100000001,レディース服,200000002,ワンピース・ドレス,300000001,ドレス,10
100000001,レディース服,200000002,ワンピース・ドレス,300000008,プリント・柄ワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002193,長袖ミニ・膝丈ワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002194,ニットワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002195,その他 ワンピース・ドレス,10
100000001,レディース服,200000002,ワンピース・ドレス,300002250,シャツワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002506,長袖ロング・マキシ丈ワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002767,Tシャツワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002768,袖なしミニ・膝丈ワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002769,半袖ミニ・膝丈ワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002770,袖なしロング・マキシ丈ワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002771,半袖ロング・マキシ丈ワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,300002862,デニムワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,320001438,シフォンワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,320001439,レースワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,320001440,ベアワンピ,10
100000001,レディース服,200000002,ワンピース・ドレス,320001441,キャミワンピ,10
100000001,レディース服,200000004,トップス,300000012,キャミソール,10
100000001,レディース服,200000004,トップス,300000013,シャツ・ブラウス,10
100000001,レディース服,200000004,トップス,300000025,ニット,10
100000001,レディース服,200000004,トップス,300002188,トレーナー,10
100000001,レディース服,200000004,トップス,300002252,Tシャツ・カットソー,10
100000001,レディース服,200000004,トップス,300002253,チュニック,10
100000001,レディース服,200000004,トップス,300002254,ポロシャツ,10
100000001,レディース服,200000004,トップス,300003071,カーディガン,10
100000001,レディース服,200000004,トップス,300003075,パーカー,10
100000001,レディース服,200000004,トップス,320002477,タンクトップ,10
100000001,レディース服,200000009,パンツ,300000034,ロングパンツ,10
100000001,レディース服,200000009,パンツ,300000038,デニム・ジーンズ,10
100000001,レディース服,200000009,パンツ,300000047,レギンス,10
100000001,レディース服,200000009,パンツ,300002760,ショート・ハーフパンツ,10
100000001,レディース服,200000009,パンツ,300002762,クロップド・カプリパンツ,10
100000001,レディース服,200000009,パンツ,300002763,その他 パンツ,10
100000001,レディース服,200000009,パンツ,320001449,カーゴパンツ,10
100000001,レディース服,200000009,パンツ,320001450,サルエルパンツ,10
100000001,レディース服,200000011,スカート,300000040,ミニスカート,10
100000001,レディース服,200000011,スカート,300002764,ロングスカート,10
100000001,レディース服,200000011,スカート,300002765,キュロットスカート,10
100000001,レディース服,200000011,スカート,300002859,ミディアムスカート,10
100000001,レディース服,200000011,スカート,300002860,その他 スカート,10
100000001,レディース服,200000011,スカート,300003074,デニムスカート,10
100000001,レディース服,200000012,アウター,300000041,ジャンパー・ブルゾン,10
100000001,レディース服,200000012,アウター,300000042,その他 アウター,10
100000001,レディース服,200000012,アウター,300002186,ダウンジャケット・コート,10
100000001,レディース服,200000012,アウター,300002187,ライダースジャケット,10
100000001,レディース服,200000012,アウター,300002189,トレンチコート,10
100000001,レディース服,200000012,アウター,300002190,ファー・毛皮アウター,10
100000001,レディース服,200000012,アウター,300002258,デニムジャケット・コート,10
100000001,レディース服,200000012,アウター,300002259,ポンチョ,10
100000001,レディース服,200000012,アウター,300002260,ベスト,10
100000001,レディース服,200000012,アウター,300002261,モッズ・ミリタリーアウター,10
100000001,レディース服,200000012,アウター,320001123,ノーカラージャケット,10
100000001,レディース服,200000012,アウター,320001125,チェスターコート,10
100000001,レディース服,200000012,アウター,320001445,ツイードジャケット,10
100000001,レディース服,200000012,アウター,320001446,テーラードジャケット,10
100000001,レディース服,200000012,アウター,320001447,Aラインコート,10
100000001,レディース服,200000012,アウター,320001448,ピーコート,10
100000049,下着・レッグウェア,200000015,靴下・レッグウェア,300000048,靴下,10
100000049,下着・レッグウェア,200000015,靴下・レッグウェア,300000049,ストッキング,10
100000049,下着・レッグウェア,200000015,靴下・レッグウェア,300002267,その他 靴下・レッグウェア,10
100000049,下着・レッグウェア,200000015,靴下・レッグウェア,320002478,タイツ,10
100000001,レディース服,200000018,和服・コスチューム,300000052,その他 和服・コスチューム,10
100000001,レディース服,200000018,和服・コスチューム,300002268,浴衣,10
100000001,レディース服,200000018,和服・コスチューム,300002272,コスチューム,10
100000001,レディース服,200000018,和服・コスチューム,320001127,着物,10
100000001,レディース服,200000018,和服・コスチューム,320001128,和装小物,10
100000002,メンズファッション,200000020,トップス,300000055,長袖シャツ,10
100000002,メンズファッション,200000020,トップス,300000056,半袖シャツ,10
100000002,メンズファッション,200000020,トップス,300000057,その他,10
100000002,メンズファッション,200000020,トップス,300000071,ニット・セーター,10
100000002,メンズファッション,200000020,トップス,300000072,カットソー,10
100000002,メンズファッション,200000020,トップス,300002275,七分袖シャツ,10
100000002,メンズファッション,200000020,トップス,300002276,ユニークデザイン,10
100000002,メンズファッション,200000020,トップス,300002277,フード付き,10
100000002,メンズファッション,200000020,トップス,300002294,ポロシャツ,10
100000002,メンズファッション,200000020,トップス,300002295,カジュアルシャツ,10
100000002,メンズファッション,200000020,トップス,300002296,タンクトップ,10
100000002,メンズファッション,200000020,トップス,300003249,Tシャツ,10
100000002,メンズファッション,200000021,アウター,300000058,その他,10
100000002,メンズファッション,200000021,アウター,300000059,Aライン・ピーコート,10
100000002,メンズファッション,200000021,アウター,300000060,ジャンパー・ブルゾン,10
100000002,メンズファッション,200000021,アウター,300002278,カーディガン,10
100000002,メンズファッション,200000021,アウター,300002279,パーカー・トレーナー,10
100000002,メンズファッション,200000021,アウター,300002280,デニム,10
100000002,メンズファッション,200000021,アウター,300002282,ポンチョ,10
100000002,メンズファッション,200000021,アウター,300002283,ベスト,10
100000002,メンズファッション,200000021,アウター,300002284,ダウンジャケット,10
100000002,メンズファッション,200000021,アウター,300002285,革・ライダース,10
100000002,メンズファッション,200000021,アウター,300002286,モッズ・ミリタリー,10
100000002,メンズファッション,200000021,アウター,300002287,ロングコート,10
100000002,メンズファッション,200000021,アウター,320001566,ツイード,10
100000002,メンズファッション,200000021,アウター,320001567,テーラード,10
100000002,メンズファッション,200000021,アウター,320001568,トレンチ,10
100000002,メンズファッション,200000023,パンツ,300000062,デニム・ジーンズ,10
100000002,メンズファッション,200000023,パンツ,300000063,クロップドパンツ,10
100000002,メンズファッション,200000023,パンツ,300000064,その他,10
100000002,メンズファッション,200000023,パンツ,300002207,トレーニングボトムス,10
100000002,メンズファッション,200000023,パンツ,300002288,ハーフパンツ,10
100000002,メンズファッション,200000023,パンツ,300002289,ロングパンツ,10
100000002,メンズファッション,200000025,インナー・靴下,300000066,ボクサーパンツ,10
100000002,メンズファッション,200000025,インナー・靴下,300000067,アンダーシャツ,10
100000002,メンズファッション,200000025,インナー・靴下,300000068,その他,10
100000002,メンズファッション,200000025,インナー・靴下,300002290,機能性インナー,10
100000002,メンズファッション,200000025,インナー・靴下,300002291,パジャマ・ルームウェア,10
100000002,メンズファッション,200000025,インナー・靴下,300002292,靴下,10
100000002,メンズファッション,200000025,インナー・靴下,300002293,メンズレギンス・タイツ,10
100000002,メンズファッション,200000025,インナー・靴下,320001569,トランクス,10
100000002,メンズファッション,200000025,インナー・靴下,320001570,ブリーフ,10
100000002,メンズファッション,200000031,その他メンズファッション,300000076,その他,10
100000002,メンズファッション,200000031,その他メンズファッション,300002298,水着,10
100000002,メンズファッション,200000031,その他メンズファッション,300002299,大きいサイズ,10
100000002,メンズファッション,200000031,その他メンズファッション,300002300,小さいサイズ,10
100000002,メンズファッション,200000031,その他メンズファッション,320001088,作業着,10
100000002,メンズファッション,200000031,その他メンズファッション,320001096,セットアップ,10
100000044,メンズバッグ・シューズ・小物,200000032,メンズシューズ,300000078,カジュアル,10
100000044,メンズバッグ・シューズ・小物,200000032,メンズシューズ,300000081,その他,10
100000044,メンズバッグ・シューズ・小物,200000032,メンズシューズ,300000748,ブーツ,10
100000044,メンズバッグ・シューズ・小物,200000032,メンズシューズ,300002333,ビジネス,10
100000044,メンズバッグ・シューズ・小物,200000032,メンズシューズ,300002334,ローファー,10
100000044,メンズバッグ・シューズ・小物,200000032,メンズシューズ,320001468,スリッパ,10
100000044,メンズバッグ・シューズ・小物,200000032,メンズシューズ,320001469,サンダル,10
100000042,シューズ,200000033,パンプス,300000082,ピンヒール,10
100000042,シューズ,200000033,パンプス,300000084,オープントゥ,10
100000042,シューズ,200000033,パンプス,300000085,スクエアトゥ,10
100000042,シューズ,200000033,パンプス,300000088,その他 パンプス,10
100000042,シューズ,200000033,パンプス,300000745,ラウンドトゥ,10
100000042,シューズ,200000033,パンプス,300000746,ポインテッドトゥ,10
100000042,シューズ,200000033,パンプス,300002321,ウェッジソール,10
100000042,シューズ,200000033,パンプス,300002585,ハンドメイド・オーダーメイド,10
100000042,シューズ,200000033,パンプス,320001142,バレエシューズ,10
100000042,シューズ,200000034,スニーカー・スリッポン,300000089,レザースニーカー,10
100000042,シューズ,200000034,スニーカー・スリッポン,300000755,ハイカットスニーカー,10
100000042,シューズ,200000034,スニーカー・スリッポン,300000756,ローカットスニーカー,10
100000042,シューズ,200000034,スニーカー・スリッポン,300000757,その他 スニーカー・スリッポン,10
100000042,シューズ,200000034,スニーカー・スリッポン,300002312,インヒールスニーカー,10
100000042,シューズ,200000034,スニーカー・スリッポン,300002324,厚底スニーカー,10
100000042,シューズ,200000034,スニーカー・スリッポン,300003049,スリッポン,10
100000042,シューズ,200000035,サンダル,300000090,クロックス,10
100000042,シューズ,200000035,サンダル,300000091,その他 サンダル,10
100000042,シューズ,200000035,サンダル,300000093,ミュール,10
100000042,シューズ,200000035,サンダル,300000094,ビーチサンダル,10
100000042,シューズ,200000035,サンダル,300002313,グラディエーター・フォークロアサンダル,10
100000042,シューズ,200000035,サンダル,300002322,ウェッジソールサンダル,10
100000042,シューズ,200000035,サンダル,300003050,ストラップサンダル,10
100000042,シューズ,200000035,サンダル,300003051,厚底サンダル,10
100000042,シューズ,200000035,サンダル,300003052,トングサンダル,10
100000042,シューズ,200000035,サンダル,320001571,コンフォートサンダル,10
100000042,シューズ,200000035,サンダル,320001572,サボ,10
100000042,シューズ,200000035,サンダル,320001616,スリッパ,10
100000042,シューズ,200000035,サンダル,320001617,上履き,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,300002342,ネックレス,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001121,指輪,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001451,アンクレット,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001452,ブレスレット,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001453,アクセサリー・ジュエリーケア用品,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001454,ジュエリーボックス,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001455,イヤリング,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001456,ピアス,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001457,コサージュ,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001458,ブローチ,10
100000004,腕時計・アクセサリー,200000037,アクセサリー・ジュエリー,320001459,チャーム,10
100000004,腕時計・アクセサリー,200000042,ファッション腕時計,300000101,カジュアル腕時計,10
100000004,腕時計・アクセサリー,200000042,ファッション腕時計,300000102,フォーマル腕時計,10
100000004,腕時計・アクセサリー,200000042,ファッション腕時計,300000103,その他 ファッション腕時計,10
100000004,腕時計・アクセサリー,200000042,ファッション腕時計,300002357,メンズ腕時計,10
100000004,腕時計・アクセサリー,200000042,ファッション腕時計,300002358,男女兼用腕時計,10
100000004,腕時計・アクセサリー,200000042,ファッション腕時計,300002359,キャラクター腕時計,10
100000004,腕時計・アクセサリー,200000042,ファッション腕時計,300002360,スポーツ・アウトドア腕時計,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300000104,CASIO,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002362,DIESEL,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002363,SEIKO,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002364,NIXON,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002365,CITIZEN,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002366,G-SHOCK,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002367,その他 ブランド腕時計,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002796,D&G,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002797,ORIENT,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002798,Vivienne Westwood,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002799,adidas,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002800,COACH,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002801,MARC JACOBS,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002802,ARMANI,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002803,GUCCI,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002804,TIMEX,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002805,FOSSIL,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002838,Folli Follie,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002839,SWATCH,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002840,Michael Kors,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002841,Alessandra Olla,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002842,Kate Spade,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002843,Baby-G,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002844,BOY LONDON,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002845,GUESS,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002846,SKAGEN,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002847,TECHNOS,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,300002848,Salvatore Marra,10
100000004,腕時計・アクセサリー,200000043,ブランド腕時計,320001118,ダニエルウェリントン,10
100000003,バッグ・雑貨,200000045,キャリーバッグ,300002371,バッグインバッグ,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300000112,長財布,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300000765,キーケース,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300002164,二つ折り財布,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300002165,コインケース,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300002166,その他 財布・ポーチ,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300002375,名刺入れ・カードケース,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300002863,ポーチ,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,300003080,ポシェット,10
100000003,バッグ・雑貨,200000046,財布・ポーチ,320001139,パスケース,10
100000003,バッグ・雑貨,200000047,バッグ,300000113,ハンドバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300000115,ショルダーバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300000116,トートバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300000117,その他 バッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300002163,キャリーバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300002167,クラッチバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300002169,リュック・デイパック,10
100000003,バッグ・雑貨,200000047,バッグ,300002170,ボストンバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300002171,エコバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300002372,旅行バッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300002511,ヒップ・ウエストバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300003081,ボディバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,300003082,かごバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,320001140,マザーズバッグ,10
100000003,バッグ・雑貨,200000047,バッグ,320001141,バニティバッグ,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,300000118,ビジネス・ブリーフケース,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,300000119,リュック・デイパック,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,300000120,その他,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,300002376,メッセンジャー・ボディバッグ,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,300002378,トートバッグ,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,300002379,ヒップ・ウエストバッグ,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,320001470,ボストンバッグ,10
100000044,メンズバッグ・シューズ・小物,200000048,メンズバッグ,320001471,ショルダーバッグ,10
100000003,バッグ・雑貨,200000050,ストール・マフラー,300000763,マフラー,10
100000003,バッグ・雑貨,200000050,ストール・マフラー,300000764,ストール,10
100000003,バッグ・雑貨,200000050,ストール・マフラー,300002382,その他 ストール・マフラー,10
100000003,バッグ・雑貨,200000050,ストール・マフラー,300003086,スヌード,10
100000003,バッグ・雑貨,200000051,ベルト,300000124,レディースベルト,10
100000003,バッグ・雑貨,200000051,ベルト,300002179,男女兼用,10
100000003,バッグ・雑貨,200000051,ベルト,300002383,その他 ベルト,10
100000003,バッグ・雑貨,200000052,ヘアアクセサリー,300000125,ヘアピン,10
100000003,バッグ・雑貨,200000052,ヘアアクセサリー,300000126,カチューシャ・ヘアバンド,10
100000003,バッグ・雑貨,200000052,ヘアアクセサリー,300000127,その他 ヘアアクセサリー,10
100000003,バッグ・雑貨,200000052,ヘアアクセサリー,300002180,ヘアゴム・シュシュ,10
100000003,バッグ・雑貨,200000052,ヘアアクセサリー,300003087,ヘアクリップ,10
100000003,バッグ・雑貨,200000053,眼鏡・サングラス,300000128,サングラス,10
100000003,バッグ・雑貨,200000053,眼鏡・サングラス,300000129,眼鏡,10
100000003,バッグ・雑貨,200000053,眼鏡・サングラス,300000130,その他 眼鏡・サングラス,10
100000003,バッグ・雑貨,200000053,眼鏡・サングラス,300002182,フレーム,10
100000003,バッグ・雑貨,200000053,眼鏡・サングラス,300002384,眼鏡ケース,10
100000003,バッグ・雑貨,200000053,眼鏡・サングラス,300003090,老眼鏡,10
100000008,スポーツ,200000067,スポーツシューズ・雑貨,300000202,メンズスポーツシューズ,10
100000008,スポーツ,200000067,スポーツシューズ・雑貨,300000203,レディーススポーツシューズ,10
100000008,スポーツ,200000067,スポーツシューズ・雑貨,300000205,スポーツバッグ,10
100000008,スポーツ,200000067,スポーツシューズ・雑貨,300000206,スポーツ用品,10
100000008,スポーツ,200000067,スポーツシューズ・雑貨,300000207,アクセサリー,10
100000008,スポーツ,200000067,スポーツシューズ・雑貨,300000209,スポーツグラス・ゴーグル,10
100000008,スポーツ,200000067,スポーツシューズ・雑貨,300000210,スポーツキャップ,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,300000220,マリンスポーツ用品,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,300003035,ラッシュガード,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,320000270,競泳水着,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,320000271,フィットネス水着,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,320000272,その他,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,320000273,ダイビング・シュノーケリング,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,320000274,ライフジャケット,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,320001480,スイムキャップ,10
100000008,スポーツ,200000069,水泳・水着・マリンスポーツ,320001482,ゴーグル,10
100000008,スポーツ,200000070,フィットネス・ヨガ,300000221,フィットネス・ヨガパンツ,10
100000008,スポーツ,200000070,フィットネス・ヨガ,300000222,フィットネス器具,10
100000008,スポーツ,200000070,フィットネス・ヨガ,300002776,フィットネス・ヨガトップス,10
100000008,スポーツ,200000070,フィットネス・ヨガ,320000276,フィットネスシューズ,10
100000008,スポーツ,200000070,フィットネス・ヨガ,320000277,フィットネスマシン,10
100000008,スポーツ,200000070,フィットネス・ヨガ,320000278,ヨガマット,10
100000008,スポーツ,200000070,フィットネス・ヨガ,320000279,その他,10
100000008,スポーツ,200000071,球技スポーツ,300000223,サッカー,10
100000008,スポーツ,200000071,球技スポーツ,300000225,バスケットボール,10
100000008,スポーツ,200000071,球技スポーツ,300000226,ボウリング,10
100000008,スポーツ,200000071,球技スポーツ,300000227,その他,10
100000008,スポーツ,200000071,球技スポーツ,320000280,バレーボール,10
100000008,スポーツ,200000071,球技スポーツ,320001476,ソフトボール,10
100000008,スポーツ,200000071,球技スポーツ,320001477,野球,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,300000229,陸上・ジョギング・マラソン,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,300000230,格闘技,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,300000232,ストリート系スポーツ,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,300000233,その他,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,320000281,卓球,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,320001474,バドミントン,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,320001475,テニス,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,320001478,体操,10
100000008,スポーツ,200000072,ラケット・陸上・格闘技,320001479,ダンス,10
100000008,スポーツ,200000073,ゴルフ用品,300000234,その他,6
100000008,スポーツ,200000073,ゴルフ用品,300000235,クラブ,6
100000008,スポーツ,200000073,ゴルフ用品,300000236,ゴルフ用品・小物,6
100000008,スポーツ,200000073,ゴルフ用品,320000282,ウェア,6
100000008,スポーツ,200000073,ゴルフ用品,320000283,グローブ,6
100000008,スポーツ,200000073,ゴルフ用品,320000284,シューズ,6
100000008,スポーツ,200000073,ゴルフ用品,320000285,バッグ・ケース,6
100000008,スポーツ,200000073,ゴルフ用品,320000286,ヘッドカバー,6
100000008,スポーツ,200000073,ゴルフ用品,320000287,ボール,6
100000008,スポーツ,200000073,ゴルフ用品,320000288,ラウンド用品・小物,6
100000008,スポーツ,200000073,ゴルフ用品,320000289,トレーニング用具,6
100000045,アウトドア,200000074,登山用品,300000237,アウトドアウェア,10
100000045,アウトドア,200000074,登山用品,300000238,トレッキンググッズ,10
100000045,アウトドア,200000074,登山用品,300000239,その他,10
100000045,アウトドア,200000074,登山用品,320001078,登山バッグ,10
100000045,アウトドア,200000075,ウィンタースポーツ,300000243,スノーボード用品,10
100000045,アウトドア,200000075,ウィンタースポーツ,300000244,スキー用品,10
100000045,アウトドア,200000075,ウィンタースポーツ,300000246,その他,10
100000045,アウトドア,200000075,ウィンタースポーツ,320001079,レディースウェア,10
100000045,アウトドア,200000075,ウィンタースポーツ,320001080,メンズウェア,10
100000045,アウトドア,200000075,ウィンタースポーツ,320001081,スキー・スノーボード用アクセサリー,10
100000054,自転車,200000076,自転車本体,300000247,折り畳み自転車,8
100000054,自転車,200000076,自転車本体,300000249,シティ・ロードサイクル,8
100000054,自転車,200000076,自転車本体,300000250,電動アシスト自転車,8
100000054,自転車,200000076,自転車本体,300003417,幼児用・子供用自転車,8
100000054,自転車,200000076,自転車本体,320000982,クロス・ロード・マウンテンバイク,8
100000054,自転車,200000076,自転車本体,320000983,その他,8
100000009,カー用品,200000077,バイク用品,300000253,その他,9
100000009,カー用品,200000077,バイク用品,300003284,ヘルメット,9
100000009,カー用品,200000077,バイク用品,320000291,ヘルメット用アクセサリー・パーツ,9
100000009,カー用品,200000077,バイク用品,320000292,バイクウェア・プロテクター,9
100000009,カー用品,200000077,バイク用品,320000293,パーツ,9
100000009,カー用品,200000077,バイク用品,320000294,アクセサリー,9
100000009,カー用品,200000077,バイク用品,320000296,オイル・添加剤,9
100000009,カー用品,200000077,バイク用品,320000297,バッテリー,9
100000009,カー用品,200000077,バイク用品,320000298,メンテナンス用品,9
100000009,カー用品,200000077,バイク用品,320000299,盗難防止・セキュリティ,9
100000009,カー用品,200000077,バイク用品,320001601,ホイール,9
100000009,カー用品,200000077,バイク用品,320001602,タイヤ,9
100000009,カー用品,200000082,カー用品,300000254,カーナビ,9
100000009,カー用品,200000082,カー用品,300000257,パーツ,9
100000009,カー用品,200000082,カー用品,300000258,その他,9
100000009,カー用品,200000082,カー用品,300002795,バッテリー,9
100000009,カー用品,200000082,カー用品,300002849,タイヤ,9
100000009,カー用品,200000082,カー用品,320000304,アクセサリー,9
100000009,カー用品,200000082,カー用品,320000305,オイル・添加剤,9
100000009,カー用品,200000082,カー用品,320000306,キャリア・ラック,9
100000009,カー用品,200000082,カー用品,320000307,メンテナンス用品,9
100000009,カー用品,200000082,カー用品,320000308,盗難防止・セキュリティ,9
100000009,カー用品,200000082,カー用品,320000309,緊急・応急用品,9
100000009,カー用品,200000082,カー用品,320000310,トラック用品,9
100000015,ベビー・マタニティ,200000112,ベビートイレ・オムツ,300000373,オムツ,9
100000015,ベビー・マタニティ,200000112,ベビートイレ・オムツ,300000374,おしりふき,9
100000015,ベビー・マタニティ,200000112,ベビートイレ・オムツ,320000467,その他,9
100000015,ベビー・マタニティ,200000113,お風呂用品,300000378,ベビーソープ・シャンプー,9
100000015,ベビー・マタニティ,200000113,お風呂用品,320000468,湯上りタオル・ガーゼハンカチ,9
100000015,ベビー・マタニティ,200000113,お風呂用品,320000469,お風呂のおもちゃ,9
100000015,ベビー・マタニティ,200000113,お風呂用品,320000470,その他,9
100000015,ベビー・マタニティ,200000115,マタニティ,300000379,マタニティウェア,9
100000015,ベビー・マタニティ,200000115,マタニティ,300000381,マタニティレギンス・ストッキング,9
100000015,ベビー・マタニティ,200000115,マタニティ,300000382,マタニティトップス,9
100000015,ベビー・マタニティ,200000115,マタニティ,300000384,産後リフォーム用品,9
100000015,ベビー・マタニティ,200000115,マタニティ,300000386,その他,9
100000015,ベビー・マタニティ,200000115,マタニティ,320001581,パジャマ,9
100000015,ベビー・マタニティ,200000115,マタニティ,320001582,下着,9
100000015,ベビー・マタニティ,200000115,マタニティ,320001588,マタニティスカート,9
100000015,ベビー・マタニティ,200000115,マタニティ,320001589,マタニティパンツ,9
100000015,ベビー・マタニティ,200000116,産前・産後小物,300000387,妊娠線クリーム,9
100000015,ベビー・マタニティ,200000116,産前・産後小物,300000389,その他,9
100000015,ベビー・マタニティ,200000116,産前・産後小物,320000471,マタニティ食品,9
100000015,ベビー・マタニティ,200000116,産前・産後小物,320001583,母子手帳ケース,9
100000015,ベビー・マタニティ,200000116,産前・産後小物,320001585,マザーズバッグ,9
100000015,ベビー・マタニティ,200000117,ベビー服,300000390,よだれかけ,9
100000015,ベビー・マタニティ,200000117,ベビー服,300000391,おくるみ,9
100000015,ベビー・マタニティ,200000117,ベビー服,300000392,トップス,9
100000015,ベビー・マタニティ,200000117,ベビー服,300000393,アウター,9
100000015,ベビー・マタニティ,200000117,ベビー服,300000394,ボトムス,9
