http://kakaku.com/item/K0000749810,Joshin,"<br><br><font color=""blue""><b>◆新要素</b></font><br><br>『FINAL FANTASY X』「オリジナル楽曲」「リマスター&amp;アレンジ楽曲」の切り替え機能を追加！<br><br>「HD版のFINAL FANTASY Xをオリジナル楽曲でもプレイしたい」という多くの声から、<br>PlayStation（R）4版では「オリジナル楽曲」、「リマスター&amp;アレンジ楽曲」のどちらでもプレイができるように切り替え機能を追加。<br>楽曲はゲームタイトル、またはゲーム中のコンフィグ内で切り替えることが可能です。<br>あの楽曲が当時の音源でお楽しみいただけます。<br><br><font color=""blue""><b>◆PS4＆PS3＆PS Vitaでのクロスセーブ対応</b></font><br><br>クロスセーブ機能を使用するとPlayStation（R）Network上にセーブデータとトロフィーデータが保存され、<br>PlayStation（R）4、PlayStation（R）3、PlayStation（R）Vita の3ハード間でのデータを共有することが可能に。<br><br>※それぞれの機種に対応したソフトが必要となります。<br><br>これにより、PS3、PS Vitaでやりこんだセーブデータを、本作でもそのまま引き継いで遊ぶことが可能です！<br><br>【収録内容】<br><br><ul><li>ファイナルファンタジーX</li><li>ファイナルファンタジーX 永遠のナギ節</li><li>ファイナルファンタジーX-2</li><li>ファイナルファンタジーX-2 ラストミッション</li><li>CREDITS ＆ BONUS AUDIO</li></ul></td></tr></tbody></table></div>"
http://kakaku.com/item/K0000919839,Joshin,"<br><br>『 キングダム ハーツ - HD 1.5+2.5 リミックス - 』は、<br>「キングダム ハーツ」シリーズの1作目から根幹となる6作品を1つのディスクに収録、<br>プレイステーション4でお楽しみいただける作品です。<br><br><b>【収録タイトル】</b><br>「キングダム ハーツ ファイナル ミックス」<br>「キングダム ハーツ Re:チェイン オブ メモリーズ」<br>「キングダム ハーツ II ファイナルミックス」<br>「キングダム ハーツ スリーファイブエイトデイズオーバーツー」<br>「キングダム ハーツ バース バイ スリープ ファイナルミックス」<br>「キングダム ハーツ Re:コーデッド」<br><br><img src=""https://dist.joshinweb.jp/contents/game/TOKUTEN/KH1525.jpg""></td></tr></tbody></table></div>"
http://kakaku.com/item/K0001031982,Joshin,<br><br><b>夢と理想と現実の街づくり。</b><br><br>PlayStation(R)4初！都市開発シミュレーションゲームが登場！！<br>海外で高い評価を得ている都市開発シミュレーション『シティーズ：スカイライン』<br>プレイヤーは新たな都市の市長となり、市民の生活の向上や産業の振興をおこない街を発展させていきます。<br><br>自由度の高い都市設計・住民一人ひとりの生活までをシミュレートしたリアリティ溢れるゲーム進行など、都市開発シミュレーションファン必携の一本ともいえるが遂に、日本で発売！<br><br>■市民生活を向上させ、都市を発展<br>本作はまず道路を引き、水道・電気といったライフラインを整え、住宅地や工業地帯などの区画を整備して住民を呼び込むことから始まります。<br>住民が増えてくると、犯罪の増加や火災の発生、ごみ処理など様々な問題が発生するので、必要な施設を設置し住民の生活を向上させていきましょう。<br><br>水道には取水施設と下水施設が必要となります。<br>水源の流れを考慮し、上流に取水施設、下流に下水施設を作りましょう。<br>これが逆になってしまうと、下水で汚染された水を市民が利用し病気が広まる原因とりなます。<br><br>■リアルな都市シミュレーション<br>リアルにシミュレートされた都市そのものこそ、本作の最大の特徴です。<br>都市が拡大していくにつれて、交通渋滞や労働者不足といった様々な問題が発生しますが、これらは単なるゲームとしてのイベントではなく、そこに住む市民が実際に生活をしている結果として引き起こされるものです。<br><br>都市住民の一人ひとりが住所や職業、通勤時の移動手段や経路など独自のライフスタイルを持っており、それに従って生活をしています。<br>またゲーム中は特定の住民を追跡し、その日常を観察することも可能です。<br><br>■様々な情報画面による都市分析<br>都市に関するあらゆる情報を専用の情報画面で確認しながら、ゲームを進めていくことができます。<br>道路の交通量や騒音レベルなど、各種問題の発生状況が色分けによって表示される為、直感的に現状を把握できます。<br></td></tr></tbody></table></div>
http://kakaku.com/item/K0001103075,Joshin,<br><br>2038年のデトロイトを舞台に人と機械（アンドロイド）の物語が繰り広げられる、PS4用ソフトウェア『Detroit: Become Human』。<br>暴走したアンドロイドの事件を解決すべく警察とともに動く捜査官アンドロイド“コナー”。<br>人と同等以上の能力を持ちながら、モノや奴隷のように扱われるアンドロイドの権利獲得のために立ち上がる“マーカス”。<br>オーナーである父親から虐待される娘を救い、安息の地を求めデトロイトを放浪することになる“カーラ”。<br>三者三様の状況の中、主人公たちの物語はどこへ向かい、人とアンドロイドの未来をどのように動かしていくのか。<br>それを決めるのはプレイヤーであるあなた。あなたの感情と、選択が運命を紡ぐ、壮大なオープンシナリオ・アドベンチャー。<br><br>※こちらの商品は2018年5月に発売された商品と同一の内容となります。</td></tr></tbody></table></div>
http://kakaku.com/item/K0001103079,Joshin,<br><br><b>誰でも、簡単に、爽快ショット！</b><br>「みんなのGOLF」シリーズは1997年にPlayStationで始まり、どなたでも爽快なゴルフを楽しめるゲームとして愛され続けてきたゴルフゲームシリーズ。<br>『New みんなのGOLF』は、ゴルフの楽しさ、爽快感、奥深さを味わえることはもちろん、コースで釣りをしたりカートに乗ったりと、「みんGOLファー」ライフを楽しむことができるゴルフエンタテインメントゲーム。<br>シリーズ初の様々な要素で、ひとりでも、友達や家族とでも爽快なゴルフをお楽しみいただけます。<br><br>・9ホール一体型の広大なオープンコース<br>・作ったマイキャラがゴルファーとして成長<br>・プレイヤー同士のマルチプレイが熱い！</td></tr></tbody></table></div>
https://kakaku.com/item/K0000786214,Joshin,"<br><br><b>『FINAL FANTASY VII』の世界をよりリアルに再現しつつ、<br>「新たな物語」として再び生まれ変わる――<br><br>『FINAL FANTASY VII REMAKE』</b><br><br><font color=""blue""><b>―――――――ストーリー説明――――――――</b></font><br>星から吸い上げた生命エネルギー《魔晄》。<br><br>《ミッドガル》――八基の魔晄炉を有する階層都市。<br>魔晄によって世界を掌握した巨大企業《神羅カンパニー》と星を守るために立ち上がった反神羅組織《アバランチ》が激突する。<br><br>元ソルジャーのクラウドは、傭兵としてアバランチの《壱番魔晄炉爆破作戦》に参加していた。<br><br>魔晄炉爆破の余韻響く八番街。<br>炎に包まれる街で、死んだはずの宿敵の幻影が揺らめく。<br><br>消し去りたい過去の幻影に導かれ、彼女と出会う。<br><br>花売りの女性が差し出した黄色い花。<br>花言葉は――《再会》<br>その刹那、ふたりを取り囲む黒い影――《運命の番人》。<br><br>今、想いが再び星を巡る。<br><br><font color=""blue""><b>―――――――概要説明――――――――</b></font><br>20年前には不可能だったグラフィック技術によって、『FFVII』の世界、キャラクターをリアルに再現。<br>コマンドバトルに直感的なアクションが融合することで、より戦略性の高いバトル体験が可能に。<br><br></td></tr></tbody></table></div>"
https://kakaku.com/item/K0000904375,Joshin,<br><br>究極のステルスアクション『METAL GEAR SOLID V』。<br>プロローグ『GROUND ZEROES』と本篇『THE PHANTOM PAIN』の2作品をお楽しみ頂けます。<br><br>これまでに配信された武器やアイテム、すべてのダウンロードコンテンツを収録。<br> 『METAL GEAR SOLID V: GROUND ZEROES』、『METAL GEAR SOLID V: THE PHANTOM PAIN』および『METAL GEAR ONLINE』でお楽しみいただけます。<br><br>※『METAL GEAR ONLINE』 は、『METAL GEAR SOLID V: THE PHANTOM PAIN』のオンラインマルチモードとして収録されています。</td></tr></tbody></table></div>
https://kakaku.com/item/K0001088172,Joshin,"<br><br>1993年の誕生以来、剣戟対戦格闘ゲームとして世界的に人気を博した「サムライスピリッツ」シリーズ。<br>前作から11年の時を経て、完全新作がついに登場！<br><br>シリーズの魅力である世界観やゲーム性を継承しつつ、究極の映像美へと進化。<br>更にAIがプレイヤーの行動パターンを学習し、ゴースト（分身）を作り出す革新的機能も新搭載。<br>初代『サムライスピリッツ』の1年前の日本を舞台に、己の信念を貫く剣豪たちの物語が幕を開ける。<br><br><font color=""blue""><b>●歴代シリーズの本質を「継承」。</b></font><br>「サムライスピリッツ」シリーズの魅力である独自の世界観、そして武器で戦う真剣勝負のリアリティを追求したゲーム性を継承。<br>さらに歴代人気キャラクターも多数参戦！一瞬の隙が生死を分ける「緊張感」、一撃必殺の「爽快感」が、今蘇る。<br><br><font color=""blue""><b>●究極のグラフィックへの「進化」。</b></font><br>ゲームエンジンにUNREAL(R) ENGINE 4を新採用。<br>世界観を継承しつつ、キャラクターやステージ、必殺技演出などのグラフィックが極限まで進化。<br>繊細で美麗、究極の映像美で描かれた「サムライスピリッツ」の世界が魂を揺さぶる。<br><br><font color=""blue""><b>●AIによる格闘ゲームの「革新」。</b></font><br>オフライン対戦を通じて、AIが自分のテクニックや癖などの行動パターンを学習し、ゴースト（分身）を自動生成。<br>AIが生み出した自分自身との対戦やトッププレイヤーとの模擬戦がいつでも楽しめる。<br>格闘ゲームに革新をもたらす新機能を搭載。</td></tr></tbody></table></div>"
https://kakaku.com/item/K0001147031,Joshin,<br><br>おうちにいながら、そこはまるで本当のゴルフ場！<br><br>PlayStation VRならではの主観視点で、本当のゴルフをしているようなリアルな感覚を味わいつつも、誰でも“手軽な爽快ショット”を楽しめる、全く新しい感覚のVRゴルフゲームがついに登場！<br><br>みんGOLならではの爽快ショット！！<br>誰でも手軽に、ナイスショット！！シリーズでおなじみの“手軽な爽快ショット”が楽しめる！<br><br>キャディのサポートにも注目！<br>個性豊かなキャディがあなたのプレイをサポート！<br>ホールの合間には特殊なイベントも！<br><br>PlayStation Moveに対応！臨場感さらにUP！<br>PS MOVEコントローラーを使えばより臨場感のある体験が可能！<br><br></td></tr></tbody></table></div>
https://kakaku.com/item/K0001147541,Joshin,<br><br><b>お待たせしました！撃って、撃って、暴れまくれ！<br>予測不能なシューティングPRGエンタテインメント！</b><br><br>遂にヤツらが帰ってくる！！<br>傑作シューティングRPGシリーズ、待望の最新作！<br>4人のお宝探しのエキスパート、“ヴォルト・ハンター”たちの中から好きな主人公を選び、無限大にカスタマイズできる武器を手に、強大なパワーを秘めた伝説のお宝を求めて、銀河をまたにかける壮大な物語へと飛び込もう！<br>熱いハクスラ要素で戦利品を山ほど手に入れて、ど派手なバトルで銀河最凶のイカれた軍団をぶっ飛ばせ！<br>ひとりでも楽しい、仲間とならもっと楽しい！<br></td></tr></tbody></table></div>
